Origem,Timestamp,Socket Connection Test
Starmilk,2018-12-04 16:10:49,PASS
Stein,2018-12-04 16:10:48,PASS
Haacke,2018-12-04 16:10:47,FAIL
Itaipu,2018-12-04 16:06:20,PASS
Starmilk,2018-12-04 16:05:49,PASS
Stein,2018-12-04 16:05:48,PASS
Haacke,2018-12-04 16:05:47,FAIL
Itaipu,2018-12-04 16:01:20,PASS
Starmilk,2018-12-04 16:00:49,PASS
Stein,2018-12-04 16:00:48,PASS
Haacke,2018-12-04 16:00:47,FAIL
Itaipu,2018-12-04 15:56:20,PASS
Starmilk,2018-12-04 15:55:49,PASS
Stein,2018-12-04 15:55:48,PASS
Haacke,2018-12-04 15:55:47,FAIL
Itaipu,2018-12-04 15:51:20,PASS
Starmilk,2018-12-04 15:50:49,PASS
Stein,2018-12-04 15:50:48,PASS
Haacke,2018-12-04 15:50:47,FAIL
Itaipu,2018-12-04 15:46:20,PASS
Starmilk,2018-12-04 15:45:49,PASS
Stein,2018-12-04 15:45:48,PASS
Haacke,2018-12-04 15:45:47,FAIL
Itaipu,2018-12-04 15:41:20,PASS
Starmilk,2018-12-04 15:40:49,PASS
Stein,2018-12-04 15:40:48,PASS
Haacke,2018-12-04 15:40:47,FAIL
Itaipu,2018-12-04 15:36:20,PASS
Starmilk,2018-12-04 15:35:49,PASS
Stein,2018-12-04 15:35:48,PASS
Haacke,2018-12-04 15:35:47,FAIL
Itaipu,2018-12-04 15:31:20,PASS
Starmilk,2018-12-04 15:30:49,PASS
Stein,2018-12-04 15:30:48,PASS
Haacke,2018-12-04 15:30:47,FAIL
Itaipu,2018-12-04 15:26:20,PASS
Starmilk,2018-12-04 15:25:49,PASS
Stein,2018-12-04 15:25:48,PASS
Haacke,2018-12-04 15:25:47,FAIL
Itaipu,2018-12-04 15:21:20,PASS
Starmilk,2018-12-04 15:20:49,PASS
Stein,2018-12-04 15:20:48,PASS
Haacke,2018-12-04 15:20:47,FAIL
Itaipu,2018-12-04 15:16:20,PASS
Starmilk,2018-12-04 15:15:49,PASS
Stein,2018-12-04 15:15:48,PASS
Haacke,2018-12-04 15:15:47,PASS
Itaipu,2018-12-04 15:11:20,PASS
Starmilk,2018-12-04 15:10:49,PASS
Stein,2018-12-04 15:10:48,PASS
Haacke,2018-12-04 15:10:47,PASS
Itaipu,2018-12-04 15:06:20,PASS
Starmilk,2018-12-04 15:05:49,PASS
Stein,2018-12-04 15:05:48,PASS
Haacke,2018-12-04 15:05:47,PASS
Itaipu,2018-12-04 15:01:20,PASS
Starmilk,2018-12-04 15:00:49,PASS
Stein,2018-12-04 15:00:48,PASS
Haacke,2018-12-04 15:00:47,PASS
Itaipu,2018-12-04 14:56:20,PASS
Starmilk,2018-12-04 14:55:49,PASS
Stein,2018-12-04 14:55:48,PASS
Haacke,2018-12-04 14:55:47,PASS
Itaipu,2018-12-04 14:51:20,PASS
Starmilk,2018-12-04 14:50:49,PASS
Stein,2018-12-04 14:50:48,PASS
Haacke,2018-12-04 14:50:47,PASS
Itaipu,2018-12-04 14:46:20,PASS
Starmilk,2018-12-04 14:45:49,PASS
Stein,2018-12-04 14:45:48,PASS
Haacke,2018-12-04 14:45:47,PASS
Itaipu,2018-12-04 14:41:20,PASS
Starmilk,2018-12-04 14:40:49,PASS
Stein,2018-12-04 14:40:48,PASS
Haacke,2018-12-04 14:40:47,PASS
Itaipu,2018-12-04 14:36:20,PASS
Starmilk,2018-12-04 14:35:49,PASS
Stein,2018-12-04 14:35:48,PASS
Haacke,2018-12-04 14:35:47,PASS
Itaipu,2018-12-04 14:31:20,PASS
Starmilk,2018-12-04 14:30:49,PASS
Stein,2018-12-04 14:30:48,PASS
Haacke,2018-12-04 14:30:47,PASS
Itaipu,2018-12-04 14:26:20,PASS
Starmilk,2018-12-04 14:25:49,PASS
Stein,2018-12-04 14:25:48,PASS
Haacke,2018-12-04 14:25:47,PASS
Itaipu,2018-12-04 14:21:20,PASS
Starmilk,2018-12-04 14:20:49,PASS
Stein,2018-12-04 14:20:48,PASS
Haacke,2018-12-04 14:20:47,PASS
Itaipu,2018-12-04 14:16:20,PASS
Starmilk,2018-12-04 14:15:49,PASS
Stein,2018-12-04 14:15:48,PASS
Haacke,2018-12-04 14:15:47,SLOW
Itaipu,2018-12-04 14:11:20,PASS
Starmilk,2018-12-04 14:10:49,PASS
Stein,2018-12-04 14:10:48,PASS
Haacke,2018-12-04 14:10:47,PASS
Itaipu,2018-12-04 14:06:20,PASS
Starmilk,2018-12-04 14:05:49,PASS
Stein,2018-12-04 14:05:48,PASS
Haacke,2018-12-04 14:05:47,PASS
Itaipu,2018-12-04 14:01:20,PASS
Starmilk,2018-12-04 14:00:49,PASS
Stein,2018-12-04 14:00:48,PASS
Haacke,2018-12-04 14:00:47,PASS
Itaipu,2018-12-04 13:56:20,PASS
Starmilk,2018-12-04 13:55:49,PASS
Stein,2018-12-04 13:55:48,PASS
Haacke,2018-12-04 13:55:47,PASS
Itaipu,2018-12-04 13:51:20,PASS
Starmilk,2018-12-04 13:50:49,PASS
Stein,2018-12-04 13:50:48,PASS
Haacke,2018-12-04 13:50:47,PASS
Itaipu,2018-12-04 13:46:20,PASS
Starmilk,2018-12-04 13:45:49,PASS
Stein,2018-12-04 13:45:48,PASS
Haacke,2018-12-04 13:45:47,PASS
Itaipu,2018-12-04 13:41:20,PASS
Starmilk,2018-12-04 13:40:49,PASS
Stein,2018-12-04 13:40:48,PASS
Haacke,2018-12-04 13:40:47,PASS
Itaipu,2018-12-04 13:36:20,PASS
Starmilk,2018-12-04 13:35:49,PASS
Stein,2018-12-04 13:35:48,PASS
Haacke,2018-12-04 13:35:47,PASS
Itaipu,2018-12-04 13:31:20,PASS
Starmilk,2018-12-04 13:30:49,PASS
Stein,2018-12-04 13:30:48,PASS
Haacke,2018-12-04 13:30:47,PASS
Itaipu,2018-12-04 13:26:20,PASS
Starmilk,2018-12-04 13:25:49,PASS
Stein,2018-12-04 13:25:48,PASS
Haacke,2018-12-04 13:25:47,PASS
Itaipu,2018-12-04 13:21:20,PASS
Starmilk,2018-12-04 13:20:49,PASS
Stein,2018-12-04 13:20:48,PASS
Haacke,2018-12-04 13:20:47,SLOW
Itaipu,2018-12-04 13:16:20,PASS
Starmilk,2018-12-04 13:15:49,PASS
Stein,2018-12-04 13:15:48,PASS
Haacke,2018-12-04 13:15:47,PASS
Itaipu,2018-12-04 13:11:20,PASS
Starmilk,2018-12-04 13:10:49,PASS
Stein,2018-12-04 13:10:48,PASS
Haacke,2018-12-04 13:10:47,PASS
Itaipu,2018-12-04 13:06:20,PASS
Starmilk,2018-12-04 13:05:49,PASS
Stein,2018-12-04 13:05:48,PASS
Haacke,2018-12-04 13:05:47,PASS
Itaipu,2018-12-04 13:01:20,PASS
Starmilk,2018-12-04 13:00:49,PASS
Stein,2018-12-04 13:00:48,PASS
Haacke,2018-12-04 13:00:47,PASS
Itaipu,2018-12-04 12:56:20,PASS
Starmilk,2018-12-04 12:55:49,PASS
Stein,2018-12-04 12:55:48,PASS
Haacke,2018-12-04 12:55:47,PASS
Itaipu,2018-12-04 12:51:20,PASS
Starmilk,2018-12-04 12:50:49,PASS
Stein,2018-12-04 12:50:48,PASS
Haacke,2018-12-04 12:50:47,SLOW
Itaipu,2018-12-04 12:46:20,PASS
Starmilk,2018-12-04 12:45:49,PASS
Stein,2018-12-04 12:45:48,PASS
Haacke,2018-12-04 12:45:47,PASS
Itaipu,2018-12-04 12:41:20,PASS
Starmilk,2018-12-04 12:40:49,PASS
Stein,2018-12-04 12:40:48,PASS
Haacke,2018-12-04 12:40:47,PASS
Itaipu,2018-12-04 12:36:20,PASS
Starmilk,2018-12-04 12:35:49,PASS
Stein,2018-12-04 12:35:48,PASS
Haacke,2018-12-04 12:35:47,PASS
Itaipu,2018-12-04 12:31:20,PASS
Starmilk,2018-12-04 12:30:49,PASS
Stein,2018-12-04 12:30:48,PASS
Haacke,2018-12-04 12:30:47,PASS
Itaipu,2018-12-04 12:26:20,PASS
Starmilk,2018-12-04 12:25:49,PASS
Stein,2018-12-04 12:25:48,PASS
Haacke,2018-12-04 12:25:47,PASS
Itaipu,2018-12-04 12:21:20,PASS
Starmilk,2018-12-04 12:20:49,PASS
Stein,2018-12-04 12:20:48,PASS
Haacke,2018-12-04 12:20:47,PASS
Itaipu,2018-12-04 12:16:20,PASS
Starmilk,2018-12-04 12:15:49,PASS
Stein,2018-12-04 12:15:48,PASS
Haacke,2018-12-04 12:15:47,PASS
Itaipu,2018-12-04 12:11:20,PASS
Starmilk,2018-12-04 12:10:49,PASS
Stein,2018-12-04 12:10:48,PASS
Haacke,2018-12-04 12:10:47,PASS
Itaipu,2018-12-04 12:06:20,PASS
Starmilk,2018-12-04 12:05:49,PASS
Stein,2018-12-04 12:05:48,PASS
Haacke,2018-12-04 12:05:47,PASS
Itaipu,2018-12-04 12:01:20,PASS
Starmilk,2018-12-04 12:00:49,PASS
Stein,2018-12-04 12:00:48,PASS
Haacke,2018-12-04 12:00:47,PASS
Itaipu,2018-12-04 11:56:20,PASS
Starmilk,2018-12-04 11:55:49,PASS
Stein,2018-12-04 11:55:48,PASS
Stein,2018-12-04 11:55:48,PASS
Haacke,2018-12-04 11:55:47,SLOW
Itaipu,2018-12-04 11:51:20,PASS
Starmilk,2018-12-04 11:50:49,PASS
Stein,2018-12-04 11:50:48,PASS
Stein,2018-12-04 11:50:48,PASS
Haacke,2018-12-04 11:50:47,PASS
Itaipu,2018-12-04 11:46:20,PASS
Starmilk,2018-12-04 11:45:49,PASS
Stein,2018-12-04 11:45:48,PASS
Stein,2018-12-04 11:45:48,PASS
Haacke,2018-12-04 11:45:47,SLOW
Itaipu,2018-12-04 11:41:20,PASS
Starmilk,2018-12-04 11:40:49,PASS
Stein,2018-12-04 11:40:48,PASS
Stein,2018-12-04 11:40:48,PASS
Haacke,2018-12-04 11:40:47,PASS
Itaipu,2018-12-04 11:36:20,PASS
Starmilk,2018-12-04 11:35:49,PASS
Stein,2018-12-04 11:35:48,PASS
Stein,2018-12-04 11:35:48,PASS
Haacke,2018-12-04 11:35:47,FAIL
Itaipu,2018-12-04 11:31:20,PASS
Starmilk,2018-12-04 11:30:49,PASS
Stein,2018-12-04 11:30:48,PASS
Stein,2018-12-04 11:30:48,PASS
Haacke,2018-12-04 11:30:47,PASS
Itaipu,2018-12-04 11:26:20,PASS
Starmilk,2018-12-04 11:25:49,PASS
Stein,2018-12-04 11:25:48,PASS
Stein,2018-12-04 11:25:48,PASS
Haacke,2018-12-04 11:25:47,PASS
Itaipu,2018-12-04 11:21:20,PASS
Starmilk,2018-12-04 11:20:49,PASS
Stein,2018-12-04 11:20:48,PASS
Stein,2018-12-04 11:20:48,PASS
Haacke,2018-12-04 11:20:47,PASS
Itaipu,2018-12-04 11:16:20,PASS
Starmilk,2018-12-04 11:15:49,PASS
Stein,2018-12-04 11:15:48,PASS
Stein,2018-12-04 11:15:48,PASS
Haacke,2018-12-04 11:15:47,PASS
Itaipu,2018-12-04 11:11:20,PASS
Starmilk,2018-12-04 11:10:49,PASS
Stein,2018-12-04 11:10:48,PASS
Stein,2018-12-04 11:10:48,PASS
Haacke,2018-12-04 11:10:47,PASS
Itaipu,2018-12-04 11:06:20,PASS
Starmilk,2018-12-04 11:05:49,PASS
Stein,2018-12-04 11:05:48,PASS
Stein,2018-12-04 11:05:48,PASS
Haacke,2018-12-04 11:05:47,PASS
Itaipu,2018-12-04 11:01:20,PASS
Starmilk,2018-12-04 11:00:49,PASS
Stein,2018-12-04 11:00:48,PASS
Stein,2018-12-04 11:00:48,PASS
Haacke,2018-12-04 11:00:47,PASS
Itaipu,2018-12-04 10:56:20,PASS
Starmilk,2018-12-04 10:55:49,PASS
Stein,2018-12-04 10:55:48,PASS
Stein,2018-12-04 10:55:48,PASS
Haacke,2018-12-04 10:55:47,PASS
Itaipu,2018-12-04 10:51:20,PASS
Starmilk,2018-12-04 10:50:49,PASS
Stein,2018-12-04 10:50:48,PASS
Stein,2018-12-04 10:50:48,PASS
Haacke,2018-12-04 10:50:47,PASS
Itaipu,2018-12-04 10:46:20,PASS
Starmilk,2018-12-04 10:45:49,PASS
Stein,2018-12-04 10:45:48,PASS
Stein,2018-12-04 10:45:48,PASS
Haacke,2018-12-04 10:45:47,PASS
Itaipu,2018-12-04 10:41:20,PASS
Starmilk,2018-12-04 10:40:49,PASS
Stein,2018-12-04 10:40:48,PASS
Stein,2018-12-04 10:40:48,PASS
Haacke,2018-12-04 10:40:47,PASS
Itaipu,2018-12-04 10:36:20,PASS
Starmilk,2018-12-04 10:35:49,PASS
Stein,2018-12-04 10:35:48,PASS
Stein,2018-12-04 10:35:48,PASS
Haacke,2018-12-04 10:35:47,PASS
Itaipu,2018-12-04 10:31:20,PASS
Starmilk,2018-12-04 10:30:49,PASS
Stein,2018-12-04 10:30:48,PASS
Stein,2018-12-04 10:30:48,PASS
Haacke,2018-12-04 10:30:47,PASS
Itaipu,2018-12-04 10:26:20,PASS
Starmilk,2018-12-04 10:25:49,PASS
Stein,2018-12-04 10:25:48,PASS
Stein,2018-12-04 10:25:48,PASS
Haacke,2018-12-04 10:25:47,PASS
Itaipu,2018-12-04 10:21:20,PASS
Starmilk,2018-12-04 10:20:49,PASS
Stein,2018-12-04 10:20:48,PASS
Stein,2018-12-04 10:20:48,PASS
Haacke,2018-12-04 10:20:47,PASS
Itaipu,2018-12-04 10:16:20,PASS
Starmilk,2018-12-04 10:15:49,PASS
Stein,2018-12-04 10:15:48,PASS
Stein,2018-12-04 10:15:48,PASS
Haacke,2018-12-04 10:15:47,PASS
Itaipu,2018-12-04 10:11:20,PASS
Starmilk,2018-12-04 10:10:49,PASS
Stein,2018-12-04 10:10:48,PASS
Stein,2018-12-04 10:10:48,PASS
Haacke,2018-12-04 10:10:47,PASS
Itaipu,2018-12-04 10:06:20,PASS
Starmilk,2018-12-04 10:05:49,PASS
Stein,2018-12-04 10:05:48,PASS
Stein,2018-12-04 10:05:48,PASS
Haacke,2018-12-04 10:05:47,PASS
Itaipu,2018-12-04 10:01:20,PASS
Starmilk,2018-12-04 10:00:49,PASS
Stein,2018-12-04 10:00:48,PASS
Stein,2018-12-04 10:00:48,PASS
Haacke,2018-12-04 10:00:47,PASS
Itaipu,2018-12-04 09:56:20,PASS
Starmilk,2018-12-04 09:55:49,PASS
Stein,2018-12-04 09:55:48,PASS
Stein,2018-12-04 09:55:48,PASS
Haacke,2018-12-04 09:55:47,PASS
Itaipu,2018-12-04 09:51:20,PASS
Starmilk,2018-12-04 09:50:49,PASS
Stein,2018-12-04 09:50:48,PASS
Stein,2018-12-04 09:50:48,PASS
Haacke,2018-12-04 09:50:47,PASS
Itaipu,2018-12-04 09:46:20,PASS
Starmilk,2018-12-04 09:45:49,PASS
Stein,2018-12-04 09:45:48,PASS
Stein,2018-12-04 09:45:48,PASS
Haacke,2018-12-04 09:45:47,PASS
Itaipu,2018-12-04 09:41:20,PASS
Starmilk,2018-12-04 09:40:49,PASS
Stein,2018-12-04 09:40:48,PASS
Stein,2018-12-04 09:40:48,PASS
Haacke,2018-12-04 09:40:47,PASS
Itaipu,2018-12-04 09:36:20,PASS
Starmilk,2018-12-04 09:35:49,PASS
Stein,2018-12-04 09:35:48,PASS
Stein,2018-12-04 09:35:48,PASS
Haacke,2018-12-04 09:35:47,PASS
Itaipu,2018-12-04 09:31:20,PASS
Starmilk,2018-12-04 09:30:49,PASS
Stein,2018-12-04 09:30:48,PASS
Stein,2018-12-04 09:30:48,PASS
Haacke,2018-12-04 09:30:47,PASS
Itaipu,2018-12-04 09:26:20,PASS
Starmilk,2018-12-04 09:25:49,PASS
Stein,2018-12-04 09:25:48,PASS
Stein,2018-12-04 09:25:48,PASS
Haacke,2018-12-04 09:25:47,PASS
Itaipu,2018-12-04 09:21:20,PASS
Starmilk,2018-12-04 09:20:49,PASS
Stein,2018-12-04 09:20:48,PASS
Stein,2018-12-04 09:20:48,PASS
Haacke,2018-12-04 09:20:47,PASS
Itaipu,2018-12-04 09:16:20,PASS
Starmilk,2018-12-04 09:15:49,PASS
Stein,2018-12-04 09:15:48,PASS
Stein,2018-12-04 09:15:48,PASS
Haacke,2018-12-04 09:15:47,PASS
Itaipu,2018-12-04 09:11:20,PASS
Starmilk,2018-12-04 09:10:49,PASS
Stein,2018-12-04 09:10:48,PASS
Stein,2018-12-04 09:10:48,PASS
Haacke,2018-12-04 09:10:47,PASS
Itaipu,2018-12-04 09:06:20,PASS
Starmilk,2018-12-04 09:05:49,PASS
Stein,2018-12-04 09:05:48,PASS
Stein,2018-12-04 09:05:48,PASS
Haacke,2018-12-04 09:05:47,PASS
Itaipu,2018-12-04 09:01:20,PASS
Starmilk,2018-12-04 09:00:49,PASS
Stein,2018-12-04 09:00:48,PASS
Stein,2018-12-04 09:00:48,PASS
Haacke,2018-12-04 09:00:47,PASS
Itaipu,2018-12-04 08:56:20,PASS
Starmilk,2018-12-04 08:55:49,PASS
Stein,2018-12-04 08:55:48,PASS
Stein,2018-12-04 08:55:48,PASS
Haacke,2018-12-04 08:55:47,PASS
Itaipu,2018-12-04 08:51:20,PASS
Starmilk,2018-12-04 08:50:49,PASS
Stein,2018-12-04 08:50:48,PASS
Stein,2018-12-04 08:50:48,PASS
Haacke,2018-12-04 08:50:47,PASS
Itaipu,2018-12-04 08:46:20,PASS
Starmilk,2018-12-04 08:45:49,PASS
Stein,2018-12-04 08:45:48,PASS
Stein,2018-12-04 08:45:48,PASS
Haacke,2018-12-04 08:45:47,PASS
Itaipu,2018-12-04 08:41:20,PASS
Starmilk,2018-12-04 08:40:49,PASS
Stein,2018-12-04 08:40:48,PASS
Stein,2018-12-04 08:40:48,PASS
Haacke,2018-12-04 08:40:47,PASS
Itaipu,2018-12-04 08:36:20,PASS
Starmilk,2018-12-04 08:35:49,PASS
Stein,2018-12-04 08:35:48,PASS
Stein,2018-12-04 08:35:48,PASS
Haacke,2018-12-04 08:35:47,PASS
Itaipu,2018-12-04 08:31:20,PASS
Starmilk,2018-12-04 08:30:49,PASS
Stein,2018-12-04 08:30:48,PASS
Stein,2018-12-04 08:30:48,PASS
Haacke,2018-12-04 08:30:47,PASS
Itaipu,2018-12-04 08:26:20,PASS
Starmilk,2018-12-04 08:25:49,PASS
Stein,2018-12-04 08:25:48,PASS
Stein,2018-12-04 08:25:48,PASS
Haacke,2018-12-04 08:25:47,PASS
Itaipu,2018-12-04 08:21:20,PASS
Starmilk,2018-12-04 08:20:49,PASS
Stein,2018-12-04 08:20:48,PASS
Stein,2018-12-04 08:20:48,PASS
Haacke,2018-12-04 08:20:47,PASS
Itaipu,2018-12-04 08:16:20,PASS
Starmilk,2018-12-04 08:15:49,PASS
Stein,2018-12-04 08:15:48,PASS
Stein,2018-12-04 08:15:48,PASS
Haacke,2018-12-04 08:15:47,PASS
Itaipu,2018-12-04 08:11:20,PASS
Starmilk,2018-12-04 08:10:49,PASS
Stein,2018-12-04 08:10:48,PASS
Stein,2018-12-04 08:10:48,PASS
Haacke,2018-12-04 08:10:47,PASS
Itaipu,2018-12-04 08:06:20,PASS
Starmilk,2018-12-04 08:05:49,PASS
Stein,2018-12-04 08:05:48,PASS
Stein,2018-12-04 08:05:48,PASS
Haacke,2018-12-04 08:05:47,PASS
Itaipu,2018-12-04 08:01:20,PASS
Starmilk,2018-12-04 08:00:49,PASS
Stein,2018-12-04 08:00:48,PASS
Stein,2018-12-04 08:00:48,PASS
Haacke,2018-12-04 08:00:47,PASS
Itaipu,2018-12-04 07:56:20,PASS
Starmilk,2018-12-04 07:55:49,PASS
Stein,2018-12-04 07:55:48,PASS
Stein,2018-12-04 07:55:48,PASS
Haacke,2018-12-04 07:55:47,PASS
Itaipu,2018-12-04 07:51:20,PASS
Starmilk,2018-12-04 07:50:49,PASS
Stein,2018-12-04 07:50:48,PASS
Stein,2018-12-04 07:50:48,PASS
Haacke,2018-12-04 07:50:47,PASS
Itaipu,2018-12-04 07:46:20,PASS
Starmilk,2018-12-04 07:45:49,PASS
Stein,2018-12-04 07:45:48,PASS
Stein,2018-12-04 07:45:48,PASS
Haacke,2018-12-04 07:45:47,PASS
Itaipu,2018-12-04 07:41:20,PASS
Starmilk,2018-12-04 07:40:49,PASS
Stein,2018-12-04 07:40:48,PASS
Stein,2018-12-04 07:40:48,PASS
Haacke,2018-12-04 07:40:47,SLOW
Itaipu,2018-12-04 07:36:20,PASS
Starmilk,2018-12-04 07:35:49,PASS
Stein,2018-12-04 07:35:48,PASS
Stein,2018-12-04 07:35:48,PASS
Haacke,2018-12-04 07:35:47,PASS
Itaipu,2018-12-04 07:31:20,PASS
Starmilk,2018-12-04 07:30:49,PASS
Stein,2018-12-04 07:30:48,PASS
Stein,2018-12-04 07:30:48,PASS
Haacke,2018-12-04 07:30:47,PASS
Itaipu,2018-12-04 07:26:20,PASS
Starmilk,2018-12-04 07:25:49,PASS
Stein,2018-12-04 07:25:48,PASS
Stein,2018-12-04 07:25:48,PASS
Haacke,2018-12-04 07:25:47,PASS
Itaipu,2018-12-04 07:21:20,PASS
Starmilk,2018-12-04 07:20:49,PASS
Stein,2018-12-04 07:20:48,PASS
Stein,2018-12-04 07:20:48,PASS
Haacke,2018-12-04 07:20:47,PASS
Itaipu,2018-12-04 07:16:20,PASS
Starmilk,2018-12-04 07:15:49,PASS
Stein,2018-12-04 07:15:48,PASS
Stein,2018-12-04 07:15:48,PASS
Haacke,2018-12-04 07:15:47,PASS
Itaipu,2018-12-04 07:11:20,PASS
Starmilk,2018-12-04 07:10:49,PASS
Stein,2018-12-04 07:10:48,PASS
Stein,2018-12-04 07:10:48,PASS
Haacke,2018-12-04 07:10:47,PASS
Itaipu,2018-12-04 07:06:20,PASS
Starmilk,2018-12-04 07:05:49,PASS
Stein,2018-12-04 07:05:48,PASS
Stein,2018-12-04 07:05:48,PASS
Haacke,2018-12-04 07:05:47,PASS
Itaipu,2018-12-04 07:01:20,PASS
Starmilk,2018-12-04 07:00:49,PASS
Stein,2018-12-04 07:00:48,PASS
Stein,2018-12-04 07:00:48,PASS
Haacke,2018-12-04 07:00:47,PASS
Itaipu,2018-12-04 06:56:20,PASS
Starmilk,2018-12-04 06:55:49,PASS
Stein,2018-12-04 06:55:48,PASS
Stein,2018-12-04 06:55:48,PASS
Haacke,2018-12-04 06:55:47,PASS
Itaipu,2018-12-04 06:51:20,PASS
Starmilk,2018-12-04 06:50:49,PASS
Stein,2018-12-04 06:50:48,PASS
Stein,2018-12-04 06:50:48,PASS
Haacke,2018-12-04 06:50:47,PASS
Itaipu,2018-12-04 06:46:20,PASS
Starmilk,2018-12-04 06:45:49,PASS
Stein,2018-12-04 06:45:48,PASS
Stein,2018-12-04 06:45:48,PASS
Haacke,2018-12-04 06:45:47,PASS
Itaipu,2018-12-04 06:41:20,PASS
Starmilk,2018-12-04 06:40:49,PASS
Stein,2018-12-04 06:40:48,PASS
Stein,2018-12-04 06:40:48,PASS
Haacke,2018-12-04 06:40:47,PASS
Itaipu,2018-12-04 06:36:20,PASS
Starmilk,2018-12-04 06:35:49,PASS
Stein,2018-12-04 06:35:48,PASS
Stein,2018-12-04 06:35:48,PASS
Haacke,2018-12-04 06:35:47,PASS
Itaipu,2018-12-04 06:31:20,PASS
Starmilk,2018-12-04 06:30:49,PASS
Stein,2018-12-04 06:30:48,PASS
Stein,2018-12-04 06:30:48,PASS
Haacke,2018-12-04 06:30:47,PASS
Itaipu,2018-12-04 06:26:20,PASS
Starmilk,2018-12-04 06:25:49,PASS
Stein,2018-12-04 06:25:48,PASS
Stein,2018-12-04 06:25:48,PASS
Haacke,2018-12-04 06:25:47,PASS
Itaipu,2018-12-04 06:21:20,PASS
Starmilk,2018-12-04 06:20:49,PASS
Stein,2018-12-04 06:20:48,PASS
Stein,2018-12-04 06:20:48,PASS
Haacke,2018-12-04 06:20:47,PASS
Itaipu,2018-12-04 06:16:20,PASS
Starmilk,2018-12-04 06:15:49,PASS
Stein,2018-12-04 06:15:48,PASS
Stein,2018-12-04 06:15:48,PASS
Haacke,2018-12-04 06:15:47,PASS
Itaipu,2018-12-04 06:11:20,PASS
Starmilk,2018-12-04 06:10:49,PASS
Stein,2018-12-04 06:10:48,PASS
Stein,2018-12-04 06:10:48,PASS
Haacke,2018-12-04 06:10:47,PASS
Itaipu,2018-12-04 06:06:20,PASS
Starmilk,2018-12-04 06:05:49,PASS
Stein,2018-12-04 06:05:48,PASS
Stein,2018-12-04 06:05:48,PASS
Haacke,2018-12-04 06:05:47,PASS
Itaipu,2018-12-04 06:01:20,PASS
Starmilk,2018-12-04 06:00:49,PASS
Stein,2018-12-04 06:00:48,PASS
Stein,2018-12-04 06:00:48,PASS
Haacke,2018-12-04 06:00:47,PASS
Itaipu,2018-12-04 05:56:20,PASS
Starmilk,2018-12-04 05:55:49,PASS
Stein,2018-12-04 05:55:48,PASS
Stein,2018-12-04 05:55:48,PASS
Haacke,2018-12-04 05:55:47,PASS
Itaipu,2018-12-04 05:51:20,PASS
Starmilk,2018-12-04 05:50:49,PASS
Stein,2018-12-04 05:50:48,PASS
Stein,2018-12-04 05:50:48,PASS
Haacke,2018-12-04 05:50:47,PASS
Itaipu,2018-12-04 05:46:20,PASS
Starmilk,2018-12-04 05:45:49,PASS
Stein,2018-12-04 05:45:48,PASS
Stein,2018-12-04 05:45:48,PASS
Haacke,2018-12-04 05:45:47,PASS
Itaipu,2018-12-04 05:41:20,PASS
Starmilk,2018-12-04 05:40:49,PASS
Stein,2018-12-04 05:40:48,PASS
Stein,2018-12-04 05:40:48,PASS
Haacke,2018-12-04 05:40:47,PASS
Itaipu,2018-12-04 05:36:20,PASS
Starmilk,2018-12-04 05:35:49,PASS
Stein,2018-12-04 05:35:48,PASS
Stein,2018-12-04 05:35:48,PASS
Haacke,2018-12-04 05:35:47,PASS
Itaipu,2018-12-04 05:31:20,PASS
Starmilk,2018-12-04 05:30:49,PASS
Stein,2018-12-04 05:30:48,PASS
Stein,2018-12-04 05:30:48,PASS
Haacke,2018-12-04 05:30:47,PASS
Itaipu,2018-12-04 05:26:20,PASS
Starmilk,2018-12-04 05:25:49,PASS
Stein,2018-12-04 05:25:48,PASS
Stein,2018-12-04 05:25:48,PASS
Haacke,2018-12-04 05:25:47,PASS
Itaipu,2018-12-04 05:21:20,PASS
Starmilk,2018-12-04 05:20:49,PASS
Stein,2018-12-04 05:20:48,PASS
Stein,2018-12-04 05:20:48,PASS
Haacke,2018-12-04 05:20:47,PASS
Itaipu,2018-12-04 05:16:20,PASS
Starmilk,2018-12-04 05:15:49,PASS
Stein,2018-12-04 05:15:48,PASS
Stein,2018-12-04 05:15:48,PASS
Haacke,2018-12-04 05:15:47,PASS
Itaipu,2018-12-04 05:11:20,PASS
Starmilk,2018-12-04 05:10:49,PASS
Stein,2018-12-04 05:10:48,PASS
Stein,2018-12-04 05:10:48,PASS
Haacke,2018-12-04 05:10:47,PASS
Itaipu,2018-12-04 05:06:20,PASS
Starmilk,2018-12-04 05:05:49,PASS
Stein,2018-12-04 05:05:48,PASS
Stein,2018-12-04 05:05:48,PASS
Haacke,2018-12-04 05:05:47,PASS
Itaipu,2018-12-04 05:01:20,PASS
Starmilk,2018-12-04 05:00:49,PASS
Stein,2018-12-04 05:00:48,PASS
Stein,2018-12-04 05:00:48,PASS
Haacke,2018-12-04 05:00:47,PASS
Itaipu,2018-12-04 04:56:20,PASS
Starmilk,2018-12-04 04:55:49,PASS
Stein,2018-12-04 04:55:48,PASS
Stein,2018-12-04 04:55:48,PASS
Haacke,2018-12-04 04:55:47,PASS
Itaipu,2018-12-04 04:51:20,PASS
Starmilk,2018-12-04 04:50:49,PASS
Stein,2018-12-04 04:50:48,PASS
Stein,2018-12-04 04:50:48,PASS
