Origem,Timestamp,Socket Connection Test
Haacke,2018-11-30 08:20:47,PASS
Haacke,2018-11-30 08:15:47,PASS
Haacke,2018-11-30 08:10:47,PASS
Haacke,2018-11-30 08:05:47,PASS
Haacke,2018-11-30 08:00:47,PASS
Haacke,2018-11-30 07:55:47,PASS
Haacke,2018-11-30 07:50:47,PASS
Haacke,2018-11-30 07:45:47,PASS
Haacke,2018-11-30 07:40:47,PASS
Haacke,2018-11-30 07:35:47,PASS
Haacke,2018-11-30 07:30:47,PASS
Haacke,2018-11-30 07:25:47,PASS
Haacke,2018-11-30 07:20:47,PASS
Haacke,2018-11-30 07:15:47,PASS
Haacke,2018-11-30 07:10:47,PASS
Haacke,2018-11-30 07:05:47,PASS
Haacke,2018-11-30 07:00:47,PASS
Haacke,2018-11-30 06:55:47,PASS
Haacke,2018-11-30 06:50:47,PASS
Haacke,2018-11-30 06:45:47,PASS
Haacke,2018-11-30 06:40:47,PASS
Haacke,2018-11-30 06:35:47,PASS
Haacke,2018-11-30 06:30:47,PASS
Haacke,2018-11-30 06:25:47,PASS
Haacke,2018-11-30 06:20:47,PASS
Haacke,2018-11-30 06:15:47,PASS
Haacke,2018-11-30 06:10:47,PASS
Haacke,2018-11-30 06:05:47,PASS
Haacke,2018-11-30 06:00:47,PASS
Haacke,2018-11-30 05:55:47,PASS
Haacke,2018-11-30 05:50:47,PASS
Haacke,2018-11-30 05:45:47,PASS
Haacke,2018-11-30 05:40:47,PASS
Haacke,2018-11-30 05:35:47,PASS
Haacke,2018-11-30 05:30:47,PASS
Haacke,2018-11-30 05:25:47,PASS
Haacke,2018-11-30 05:20:47,PASS
Haacke,2018-11-30 05:15:47,PASS
Haacke,2018-11-30 05:10:47,PASS
Haacke,2018-11-30 05:05:47,PASS
Haacke,2018-11-30 05:00:47,PASS
Haacke,2018-11-30 04:55:47,PASS
Haacke,2018-11-30 04:50:47,PASS
Haacke,2018-11-30 04:45:47,PASS
Haacke,2018-11-30 04:40:47,PASS
Haacke,2018-11-30 04:35:47,PASS
Haacke,2018-11-30 04:30:47,PASS
Haacke,2018-11-30 04:25:47,PASS
Haacke,2018-11-30 04:20:47,PASS
Haacke,2018-11-30 04:15:47,PASS
Haacke,2018-11-30 04:10:47,PASS
Haacke,2018-11-30 04:05:47,PASS
Haacke,2018-11-30 04:00:47,PASS
Haacke,2018-11-30 03:55:47,PASS
Haacke,2018-11-30 03:50:47,PASS
Haacke,2018-11-30 03:45:47,PASS
Haacke,2018-11-30 03:40:47,PASS
Haacke,2018-11-30 03:35:47,PASS
Haacke,2018-11-30 03:30:47,PASS
Haacke,2018-11-30 03:25:47,PASS
Haacke,2018-11-30 03:20:47,PASS
Haacke,2018-11-30 03:15:47,PASS
Haacke,2018-11-30 03:10:47,PASS
Haacke,2018-11-30 03:05:47,PASS
Haacke,2018-11-30 03:00:47,PASS
Haacke,2018-11-30 02:55:47,PASS
Haacke,2018-11-30 02:50:47,PASS
Haacke,2018-11-30 02:45:47,PASS
Haacke,2018-11-30 02:40:47,PASS
Haacke,2018-11-30 02:35:47,PASS
Haacke,2018-11-30 02:30:47,PASS
Haacke,2018-11-30 02:25:47,PASS
Haacke,2018-11-30 02:20:47,PASS
Haacke,2018-11-30 02:15:47,PASS
Haacke,2018-11-30 02:10:47,PASS
Haacke,2018-11-30 02:05:47,PASS
Haacke,2018-11-30 02:00:47,PASS
Haacke,2018-11-30 01:55:47,PASS
Haacke,2018-11-30 01:50:47,PASS
Haacke,2018-11-30 01:45:47,PASS
Haacke,2018-11-30 01:40:47,PASS
Haacke,2018-11-30 01:35:47,PASS
Haacke,2018-11-30 01:30:47,PASS
Haacke,2018-11-30 01:25:47,PASS
Haacke,2018-11-30 01:20:47,PASS
Haacke,2018-11-30 01:15:47,PASS
Haacke,2018-11-30 01:10:47,PASS
Haacke,2018-11-30 01:05:47,PASS
Haacke,2018-11-30 01:00:47,PASS
Haacke,2018-11-30 00:55:47,PASS
Haacke,2018-11-30 00:50:47,PASS
Haacke,2018-11-30 00:45:47,PASS
Haacke,2018-11-30 00:40:47,PASS
Haacke,2018-11-30 00:35:47,PASS
Haacke,2018-11-30 00:30:47,PASS
Haacke,2018-11-30 00:25:47,PASS
Haacke,2018-11-30 00:20:47,PASS
Haacke,2018-11-30 00:15:47,PASS
Haacke,2018-11-30 00:10:47,PASS
Haacke,2018-11-30 00:05:47,PASS
Haacke,2018-11-30 00:00:47,PASS
Haacke,2018-11-29 23:55:47,PASS
Haacke,2018-11-29 23:50:47,PASS
Haacke,2018-11-29 23:45:47,PASS
Haacke,2018-11-29 23:40:47,PASS
Haacke,2018-11-29 23:35:47,PASS
Haacke,2018-11-29 23:30:47,PASS
Haacke,2018-11-29 23:25:47,PASS
Haacke,2018-11-29 23:20:47,PASS
Haacke,2018-11-29 23:15:47,PASS
Haacke,2018-11-29 23:10:47,PASS
Haacke,2018-11-29 23:05:47,PASS
Haacke,2018-11-29 23:00:47,PASS
Haacke,2018-11-29 22:55:47,PASS
Haacke,2018-11-29 22:50:47,PASS
Haacke,2018-11-29 22:45:47,PASS
Haacke,2018-11-29 22:40:47,PASS
Haacke,2018-11-29 22:35:47,PASS
Haacke,2018-11-29 22:30:47,PASS
Haacke,2018-11-29 22:25:47,PASS
Haacke,2018-11-29 22:20:47,PASS
Haacke,2018-11-29 22:15:47,PASS
Haacke,2018-11-29 22:10:47,PASS
Haacke,2018-11-29 22:05:47,PASS
Haacke,2018-11-29 22:00:47,PASS
Haacke,2018-11-29 21:55:47,PASS
Haacke,2018-11-29 21:50:47,PASS
Haacke,2018-11-29 21:45:47,PASS
Haacke,2018-11-29 21:40:47,PASS
Haacke,2018-11-29 21:35:47,PASS
Haacke,2018-11-29 21:30:47,PASS
Haacke,2018-11-29 21:25:47,PASS
Haacke,2018-11-29 21:20:47,PASS
Haacke,2018-11-29 21:15:47,FAIL
Haacke,2018-11-29 21:10:47,FAIL
Haacke,2018-11-29 21:05:47,FAIL
Haacke,2018-11-29 21:00:47,FAIL
Haacke,2018-11-29 20:55:47,FAIL
Haacke,2018-11-29 20:50:47,FAIL
Haacke,2018-11-29 20:45:47,FAIL
Haacke,2018-11-29 20:40:47,PASS
Haacke,2018-11-29 20:35:47,PASS
Haacke,2018-11-29 20:30:47,PASS
Haacke,2018-11-29 20:25:47,PASS
Haacke,2018-11-29 20:20:47,PASS
Haacke,2018-11-29 20:15:47,PASS
Haacke,2018-11-29 20:10:47,PASS
Haacke,2018-11-29 20:05:47,PASS
Haacke,2018-11-29 20:00:47,PASS
Haacke,2018-11-29 19:55:47,PASS
Haacke,2018-11-29 19:50:47,PASS
Haacke,2018-11-29 19:45:47,PASS
Haacke,2018-11-29 19:40:47,PASS
Haacke,2018-11-29 19:35:47,PASS
Haacke,2018-11-29 19:30:47,PASS
Haacke,2018-11-29 19:25:47,PASS
Haacke,2018-11-29 19:20:47,PASS
Haacke,2018-11-29 19:15:47,PASS
Haacke,2018-11-29 19:10:47,PASS
Haacke,2018-11-29 19:05:47,PASS
Haacke,2018-11-29 19:00:47,PASS
Haacke,2018-11-29 18:55:47,PASS
Haacke,2018-11-29 18:50:47,PASS
Haacke,2018-11-29 18:45:47,PASS
Haacke,2018-11-29 18:40:47,SLOW
Haacke,2018-11-29 18:35:47,PASS
Haacke,2018-11-29 18:30:47,PASS
Haacke,2018-11-29 18:25:47,PASS
Haacke,2018-11-29 18:20:47,PASS
Haacke,2018-11-29 18:15:47,PASS
Haacke,2018-11-29 18:10:47,PASS
Haacke,2018-11-29 18:05:47,PASS
Haacke,2018-11-29 18:00:47,PASS
Haacke,2018-11-29 17:55:47,PASS
Haacke,2018-11-29 17:50:47,PASS
Haacke,2018-11-29 17:45:47,PASS
Haacke,2018-11-29 17:40:47,PASS
Haacke,2018-11-29 17:35:47,PASS
Haacke,2018-11-29 17:30:47,PASS
Haacke,2018-11-29 17:25:47,PASS
Haacke,2018-11-29 17:20:47,PASS
Haacke,2018-11-29 17:15:47,PASS
Haacke,2018-11-29 17:10:47,PASS
Haacke,2018-11-29 17:05:47,PASS
Haacke,2018-11-29 17:00:47,PASS
Haacke,2018-11-29 16:55:47,PASS
Haacke,2018-11-29 16:50:47,PASS
Haacke,2018-11-29 16:45:47,PASS
Haacke,2018-11-29 16:40:47,PASS
Haacke,2018-11-29 16:35:47,PASS
Haacke,2018-11-29 16:30:47,FAIL
Haacke,2018-11-29 16:25:47,PASS
Haacke,2018-11-29 16:20:47,PASS
Haacke,2018-11-29 16:15:47,PASS
Haacke,2018-11-29 16:10:47,PASS
Haacke,2018-11-29 16:05:47,PASS
Haacke,2018-11-29 16:00:47,PASS
Haacke,2018-11-29 15:55:47,PASS
Haacke,2018-11-29 15:50:47,PASS
Haacke,2018-11-29 15:45:47,PASS
Haacke,2018-11-29 15:40:47,PASS
Haacke,2018-11-29 15:35:47,PASS
Haacke,2018-11-29 15:30:47,PASS
Haacke,2018-11-29 15:25:47,PASS
Haacke,2018-11-29 15:20:47,PASS
Haacke,2018-11-29 15:15:47,PASS
Haacke,2018-11-29 15:10:47,PASS
Haacke,2018-11-29 15:05:47,PASS
Haacke,2018-11-29 15:00:47,FAIL
Haacke,2018-11-29 14:55:47,PASS
Haacke,2018-11-29 14:50:47,PASS
Haacke,2018-11-29 14:45:47,PASS
Haacke,2018-11-29 14:40:47,PASS
Haacke,2018-11-29 14:35:47,PASS
Haacke,2018-11-29 14:30:47,PASS
Haacke,2018-11-29 14:25:47,PASS
Haacke,2018-11-29 14:20:47,PASS
Haacke,2018-11-29 14:15:47,PASS
Haacke,2018-11-29 14:10:47,PASS
Haacke,2018-11-29 14:05:47,PASS
Haacke,2018-11-29 14:00:47,PASS
Haacke,2018-11-29 13:55:47,PASS
Haacke,2018-11-29 13:50:47,PASS
Haacke,2018-11-29 13:45:47,PASS
Haacke,2018-11-29 13:40:47,PASS
Haacke,2018-11-29 13:35:47,PASS
Haacke,2018-11-29 13:30:47,PASS
Haacke,2018-11-29 13:25:47,PASS
Haacke,2018-11-29 13:20:47,PASS
Haacke,2018-11-29 13:15:47,PASS
Haacke,2018-11-29 13:10:47,PASS
Haacke,2018-11-29 13:05:47,PASS
Haacke,2018-11-29 13:00:47,PASS
Haacke,2018-11-29 12:55:47,PASS
Haacke,2018-11-29 12:50:47,PASS
Haacke,2018-11-29 12:45:47,PASS
Haacke,2018-11-29 12:40:47,PASS
Haacke,2018-11-29 12:35:47,PASS
Haacke,2018-11-29 12:30:47,PASS
Haacke,2018-11-29 12:25:47,PASS
Haacke,2018-11-29 12:20:47,PASS
Haacke,2018-11-29 12:15:47,PASS
Haacke,2018-11-29 12:10:47,PASS
Haacke,2018-11-29 12:05:47,PASS
Haacke,2018-11-29 12:00:47,PASS
Haacke,2018-11-29 11:55:47,PASS
Haacke,2018-11-29 11:50:47,PASS
Haacke,2018-11-29 11:45:47,PASS
Haacke,2018-11-29 11:40:47,PASS
Haacke,2018-11-29 11:35:47,PASS
Haacke,2018-11-29 11:30:47,PASS
Haacke,2018-11-29 11:25:47,PASS
Haacke,2018-11-29 11:20:47,PASS
Haacke,2018-11-29 11:15:47,PASS
Haacke,2018-11-29 11:10:47,PASS
Haacke,2018-11-29 11:05:47,PASS
Haacke,2018-11-29 11:00:47,PASS
Haacke,2018-11-29 10:55:47,PASS
Haacke,2018-11-29 10:50:47,PASS
Haacke,2018-11-29 10:45:47,PASS
Haacke,2018-11-29 10:40:47,PASS
Haacke,2018-11-29 10:35:47,PASS
Haacke,2018-11-29 10:30:47,FAIL
Haacke,2018-11-29 10:25:47,FAIL
Haacke,2018-11-29 10:20:47,PASS
Haacke,2018-11-29 10:15:47,PASS
Haacke,2018-11-29 10:10:47,PASS
Haacke,2018-11-29 10:05:47,PASS
Haacke,2018-11-29 10:00:47,PASS
Haacke,2018-11-29 09:55:47,PASS
Haacke,2018-11-29 09:50:47,PASS
Haacke,2018-11-29 09:45:47,PASS
Haacke,2018-11-29 09:40:47,PASS
Haacke,2018-11-29 09:35:47,PASS
Haacke,2018-11-29 09:30:47,PASS
Haacke,2018-11-29 09:25:47,PASS
Haacke,2018-11-29 09:20:47,PASS
Haacke,2018-11-29 09:15:47,PASS
Haacke,2018-11-29 09:10:47,PASS
Haacke,2018-11-29 09:05:47,PASS
Haacke,2018-11-29 09:00:47,PASS
Haacke,2018-11-29 08:55:47,PASS
Haacke,2018-11-29 08:50:47,PASS
Haacke,2018-11-29 08:45:47,PASS
Haacke,2018-11-29 08:40:47,PASS
Haacke,2018-11-29 08:35:47,PASS
Haacke,2018-11-29 08:30:47,PASS
Haacke,2018-11-29 08:25:47,PASS
Haacke,2018-11-29 08:20:47,PASS
Haacke,2018-11-29 08:15:47,PASS
Haacke,2018-11-29 08:10:47,PASS
Haacke,2018-11-29 08:05:47,PASS
Haacke,2018-11-29 08:00:47,PASS
Haacke,2018-11-29 07:55:47,PASS
Haacke,2018-11-29 07:50:47,PASS
Haacke,2018-11-29 07:45:47,PASS
Haacke,2018-11-29 07:40:47,PASS
Haacke,2018-11-29 07:35:47,PASS
Haacke,2018-11-29 07:30:47,PASS
Haacke,2018-11-29 07:25:47,PASS
Haacke,2018-11-29 07:20:47,PASS
Haacke,2018-11-29 07:15:47,PASS
Haacke,2018-11-29 07:10:47,PASS
Haacke,2018-11-29 07:05:47,PASS
Haacke,2018-11-29 07:00:47,PASS
Haacke,2018-11-29 06:55:47,PASS
Haacke,2018-11-29 06:50:47,PASS
Haacke,2018-11-29 06:45:47,PASS
Haacke,2018-11-29 06:40:47,PASS
Haacke,2018-11-29 06:35:47,PASS
Haacke,2018-11-29 06:30:47,PASS
Haacke,2018-11-29 06:25:47,PASS
Haacke,2018-11-29 06:20:47,PASS
Haacke,2018-11-29 06:15:47,PASS
Haacke,2018-11-29 06:10:47,PASS
Haacke,2018-11-29 06:05:47,PASS
Haacke,2018-11-29 06:00:47,PASS
Haacke,2018-11-29 05:55:47,PASS
Haacke,2018-11-29 05:50:47,PASS
Haacke,2018-11-29 05:45:47,PASS
Haacke,2018-11-29 05:40:47,PASS
Haacke,2018-11-29 05:35:47,PASS
Haacke,2018-11-29 05:30:47,PASS
Haacke,2018-11-29 05:25:47,PASS
Haacke,2018-11-29 05:20:47,PASS
Haacke,2018-11-29 05:15:47,PASS
Haacke,2018-11-29 05:10:47,PASS
Haacke,2018-11-29 05:05:47,PASS
Haacke,2018-11-29 05:00:47,PASS
Haacke,2018-11-29 04:55:47,PASS
Haacke,2018-11-29 04:50:47,PASS
Haacke,2018-11-29 04:45:47,PASS
Haacke,2018-11-29 04:40:47,PASS
Haacke,2018-11-29 04:35:47,PASS
Haacke,2018-11-29 04:30:47,PASS
Haacke,2018-11-29 04:25:47,PASS
Haacke,2018-11-29 04:20:47,PASS
Haacke,2018-11-29 04:15:47,PASS
Haacke,2018-11-29 04:10:47,PASS
Haacke,2018-11-29 04:05:47,PASS
Haacke,2018-11-29 04:00:47,PASS
Haacke,2018-11-29 03:55:47,PASS
Haacke,2018-11-29 03:50:47,PASS
Haacke,2018-11-29 03:45:47,PASS
Haacke,2018-11-29 03:40:47,PASS
Haacke,2018-11-29 03:35:47,PASS
Haacke,2018-11-29 03:30:47,PASS
Haacke,2018-11-29 03:25:47,PASS
Haacke,2018-11-29 03:20:47,PASS
Haacke,2018-11-29 03:15:47,PASS
Haacke,2018-11-29 03:10:47,PASS
Haacke,2018-11-29 03:05:47,PASS
Haacke,2018-11-29 03:00:47,PASS
Haacke,2018-11-29 02:55:47,PASS
Haacke,2018-11-29 02:50:47,PASS
Haacke,2018-11-29 02:45:47,PASS
Haacke,2018-11-29 02:40:47,PASS
Haacke,2018-11-29 02:35:47,PASS
Haacke,2018-11-29 02:30:47,PASS
Haacke,2018-11-29 02:25:47,PASS
Haacke,2018-11-29 02:20:47,PASS
Haacke,2018-11-29 02:15:47,PASS
Haacke,2018-11-29 02:10:47,PASS
Haacke,2018-11-29 02:05:47,PASS
Haacke,2018-11-29 02:00:47,PASS
Haacke,2018-11-29 01:55:47,PASS
Haacke,2018-11-29 01:50:47,PASS
Haacke,2018-11-29 01:45:47,PASS
Haacke,2018-11-29 01:40:47,PASS
Haacke,2018-11-29 01:35:47,PASS
Haacke,2018-11-29 01:30:47,PASS
Haacke,2018-11-29 01:25:47,PASS
Haacke,2018-11-29 01:20:47,PASS
Haacke,2018-11-29 01:15:47,FAIL
Haacke,2018-11-29 01:10:47,PASS
Haacke,2018-11-29 01:05:47,PASS
Haacke,2018-11-29 01:00:47,PASS
Haacke,2018-11-29 00:55:47,PASS
Haacke,2018-11-29 00:50:47,PASS
Haacke,2018-11-29 00:45:47,PASS
Haacke,2018-11-29 00:40:47,PASS
Haacke,2018-11-29 00:35:47,PASS
Haacke,2018-11-29 00:30:47,PASS
Haacke,2018-11-29 00:25:47,PASS
Haacke,2018-11-29 00:20:47,PASS
Haacke,2018-11-29 00:15:47,PASS
Haacke,2018-11-29 00:10:47,PASS
Haacke,2018-11-29 00:05:47,PASS
Haacke,2018-11-29 00:00:47,PASS
Haacke,2018-11-28 23:55:47,PASS
Haacke,2018-11-28 23:50:47,PASS
Haacke,2018-11-28 23:45:47,PASS
Haacke,2018-11-28 23:40:47,PASS
Haacke,2018-11-28 23:35:47,PASS
Haacke,2018-11-28 23:30:47,PASS
Haacke,2018-11-28 23:25:47,PASS
Haacke,2018-11-28 23:20:47,PASS
Haacke,2018-11-28 23:15:47,PASS
Haacke,2018-11-28 23:10:47,PASS
Haacke,2018-11-28 23:05:47,PASS
Haacke,2018-11-28 23:00:47,FAIL
Haacke,2018-11-28 22:55:47,PASS
Haacke,2018-11-28 22:50:47,PASS
Haacke,2018-11-28 22:45:47,PASS
Haacke,2018-11-28 22:40:47,PASS
Haacke,2018-11-28 22:35:47,SLOW
Haacke,2018-11-28 22:30:47,PASS
Haacke,2018-11-28 22:25:47,SLOW
Haacke,2018-11-28 22:20:47,PASS
Haacke,2018-11-28 22:15:47,PASS
Haacke,2018-11-28 22:10:47,PASS
Haacke,2018-11-28 22:05:47,PASS
Haacke,2018-11-28 22:00:47,PASS
Haacke,2018-11-28 21:55:47,PASS
Haacke,2018-11-28 21:50:47,PASS
Haacke,2018-11-28 21:45:47,PASS
Haacke,2018-11-28 21:40:47,PASS
Haacke,2018-11-28 21:35:47,PASS
Haacke,2018-11-28 21:30:47,FAIL
Haacke,2018-11-28 21:25:47,PASS
Haacke,2018-11-28 21:20:47,FAIL
Haacke,2018-11-28 21:15:47,PASS
Haacke,2018-11-28 21:10:47,FAIL
Haacke,2018-11-28 21:05:47,PASS
Haacke,2018-11-28 21:00:47,PASS
Haacke,2018-11-28 20:55:47,PASS
Haacke,2018-11-28 20:50:47,PASS
Haacke,2018-11-28 20:45:47,PASS
Haacke,2018-11-28 20:40:47,PASS
Haacke,2018-11-28 20:35:47,PASS
Haacke,2018-11-28 20:30:47,PASS
Haacke,2018-11-28 20:25:47,PASS
Haacke,2018-11-28 20:20:47,PASS
Haacke,2018-11-28 20:15:47,PASS
Haacke,2018-11-28 20:10:47,PASS
Haacke,2018-11-28 20:05:47,SLOW
Haacke,2018-11-28 20:00:47,PASS
Haacke,2018-11-28 19:55:47,PASS
Haacke,2018-11-28 19:50:47,PASS
Haacke,2018-11-28 19:45:47,PASS
Haacke,2018-11-28 19:40:47,PASS
Haacke,2018-11-28 19:35:47,PASS
Haacke,2018-11-28 19:30:47,PASS
Haacke,2018-11-28 19:25:47,SLOW
Haacke,2018-11-28 19:20:47,FAIL
Haacke,2018-11-28 19:15:47,PASS
Haacke,2018-11-28 19:10:47,PASS
Haacke,2018-11-28 19:05:47,PASS
Haacke,2018-11-28 19:00:47,PASS
Haacke,2018-11-28 18:55:47,PASS
Haacke,2018-11-28 18:50:47,PASS
Haacke,2018-11-28 18:45:47,PASS
Haacke,2018-11-28 18:40:47,PASS
Haacke,2018-11-28 18:35:47,PASS
Haacke,2018-11-28 18:30:47,PASS
Haacke,2018-11-28 18:25:47,PASS
Haacke,2018-11-28 18:20:47,PASS
Haacke,2018-11-28 18:15:47,PASS
Haacke,2018-11-28 18:10:47,PASS
Haacke,2018-11-28 18:05:47,PASS
Haacke,2018-11-28 18:00:47,PASS
Haacke,2018-11-28 17:55:47,PASS
Haacke,2018-11-28 17:50:47,PASS
Haacke,2018-11-28 17:45:47,PASS
Haacke,2018-11-28 17:40:47,PASS
Haacke,2018-11-28 17:35:47,PASS
Haacke,2018-11-28 17:30:47,PASS
Haacke,2018-11-28 17:25:47,PASS
Haacke,2018-11-28 17:20:47,PASS
Haacke,2018-11-28 17:15:47,PASS
Haacke,2018-11-28 17:10:47,PASS
Haacke,2018-11-28 17:05:47,PASS
Haacke,2018-11-28 17:00:47,PASS
Haacke,2018-11-28 16:55:47,PASS
Haacke,2018-11-28 16:50:47,PASS
Haacke,2018-11-28 16:45:47,PASS
Haacke,2018-11-28 16:40:47,PASS
Haacke,2018-11-28 16:35:47,PASS
Haacke,2018-11-28 16:30:47,FAIL
Haacke,2018-11-28 16:25:47,PASS
Haacke,2018-11-28 16:20:47,PASS
Haacke,2018-11-28 16:15:47,PASS
Haacke,2018-11-28 16:10:47,PASS
Haacke,2018-11-28 16:05:47,PASS
Haacke,2018-11-28 16:00:47,PASS
Haacke,2018-11-28 15:55:47,PASS
Haacke,2018-11-28 15:50:47,PASS
Haacke,2018-11-28 15:45:47,PASS
Haacke,2018-11-28 15:40:47,PASS
Haacke,2018-11-28 15:35:47,PASS
Haacke,2018-11-28 15:30:47,PASS
Haacke,2018-11-28 15:25:47,PASS
Haacke,2018-11-28 15:20:47,PASS
Haacke,2018-11-28 15:15:47,PASS
Haacke,2018-11-28 15:10:47,PASS
Haacke,2018-11-28 15:05:47,PASS
Haacke,2018-11-28 15:00:47,PASS
Haacke,2018-11-28 14:55:47,PASS
Haacke,2018-11-28 14:50:47,PASS
Haacke,2018-11-27 21:34:39,PASS
Haacke,2018-11-27 21:32:39,PASS
Haacke,2018-11-27 21:30:39,PASS
Haacke,2018-11-27 21:28:39,PASS
Haacke,2018-11-27 21:26:39,PASS
Haacke,2018-11-27 21:24:39,PASS
Haacke,2018-11-27 21:22:39,PASS
Haacke,2018-11-27 21:20:39,PASS
Haacke,2018-11-27 21:18:39,PASS
Haacke,2018-11-27 21:16:39,PASS
Haacke,2018-11-27 21:14:39,PASS
Haacke,2018-11-27 21:12:39,PASS
Haacke,2018-11-27 21:10:39,PASS
Haacke,2018-11-27 21:08:39,PASS
Haacke,2018-11-27 21:06:39,PASS
Haacke,2018-11-27 21:04:39,PASS
Haacke,2018-11-27 21:02:39,PASS
Haacke,2018-11-27 21:00:39,PASS
Haacke,2018-11-27 20:58:39,PASS
Haacke,2018-11-27 20:56:39,PASS
Haacke,2018-11-27 20:54:39,PASS
Haacke,2018-11-27 20:52:39,PASS
Haacke,2018-11-27 20:50:39,PASS
Haacke,2018-11-27 20:48:39,PASS
Haacke,2018-11-27 20:46:39,PASS
Haacke,2018-11-27 20:44:39,PASS
Haacke,2018-11-27 20:42:39,PASS
Haacke,2018-11-27 20:40:39,PASS
Haacke,2018-11-27 20:38:39,PASS
Haacke,2018-11-27 20:36:39,PASS
Haacke,2018-11-27 20:34:39,PASS
Haacke,2018-11-27 20:32:39,PASS
Haacke,2018-11-27 20:30:39,PASS
Haacke,2018-11-27 20:28:39,PASS
Haacke,2018-11-27 20:26:39,PASS
Haacke,2018-11-27 20:24:39,PASS
Haacke,2018-11-27 20:22:39,PASS
Haacke,2018-11-27 20:20:39,PASS
Haacke,2018-11-27 20:18:39,PASS
Haacke,2018-11-27 20:16:39,PASS
Haacke,2018-11-27 20:14:39,PASS
Haacke,2018-11-27 20:12:39,PASS
Haacke,2018-11-27 20:10:39,PASS
Haacke,2018-11-27 20:08:39,PASS
Haacke,2018-11-27 20:06:39,PASS
Haacke,2018-11-27 20:04:39,PASS
Haacke,2018-11-27 20:02:39,PASS
Haacke,2018-11-27 20:00:39,PASS
Haacke,2018-11-27 19:58:39,PASS
Haacke,2018-11-27 19:56:39,PASS
Haacke,2018-11-27 19:54:39,PASS
Haacke,2018-11-27 19:52:39,PASS
Haacke,2018-11-27 19:50:39,PASS
Haacke,2018-11-27 19:48:39,PASS
Haacke,2018-11-27 19:46:39,PASS
Haacke,2018-11-27 19:44:39,PASS
Haacke,2018-11-27 19:42:39,PASS
Haacke,2018-11-27 19:40:39,PASS
Haacke,2018-11-27 19:38:39,PASS
Haacke,2018-11-27 19:36:39,PASS
Haacke,2018-11-27 19:34:39,PASS
Haacke,2018-11-27 19:32:39,PASS
Haacke,2018-11-27 19:30:39,PASS
Haacke,2018-11-27 19:28:39,PASS
Haacke,2018-11-27 19:26:39,PASS
Haacke,2018-11-27 19:24:39,PASS
Haacke,2018-11-27 19:22:39,PASS
Haacke,2018-11-27 19:20:39,PASS
Haacke,2018-11-27 19:18:39,PASS
Haacke,2018-11-27 19:16:39,PASS
Haacke,2018-11-27 19:14:39,PASS
Haacke,2018-11-27 19:12:39,PASS
Haacke,2018-11-27 19:10:39,PASS
Haacke,2018-11-27 19:08:39,PASS
Haacke,2018-11-27 19:06:39,PASS
Haacke,2018-11-27 19:04:39,PASS
Haacke,2018-11-27 19:02:39,PASS
Haacke,2018-11-27 19:00:39,PASS
Haacke,2018-11-27 18:58:39,PASS
Haacke,2018-11-27 18:56:39,PASS
Haacke,2018-11-27 18:54:39,PASS
Haacke,2018-11-27 18:52:39,PASS
Haacke,2018-11-27 18:50:39,PASS
Haacke,2018-11-27 18:48:39,PASS
Haacke,2018-11-27 18:46:39,PASS
Haacke,2018-11-27 18:44:39,PASS
Haacke,2018-11-27 18:42:39,PASS
Haacke,2018-11-27 18:40:39,PASS
Haacke,2018-11-27 18:38:39,PASS
Haacke,2018-11-27 18:36:39,PASS
Haacke,2018-11-27 18:34:39,PASS
Haacke,2018-11-27 18:32:39,PASS
Haacke,2018-11-27 18:30:39,PASS
Haacke,2018-11-27 18:28:39,PASS
Haacke,2018-11-27 18:26:39,PASS
Haacke,2018-11-27 18:24:39,PASS
Haacke,2018-11-27 18:22:39,PASS
Haacke,2018-11-27 18:20:39,PASS
Haacke,2018-11-27 18:18:39,PASS
Haacke,2018-11-27 18:16:39,PASS
Haacke,2018-11-27 18:14:39,PASS
Haacke,2018-11-27 18:12:39,PASS
Haacke,2018-11-27 18:10:39,PASS
Haacke,2018-11-27 18:08:39,PASS
Haacke,2018-11-27 18:06:39,PASS
Haacke,2018-11-27 18:04:39,PASS
Haacke,2018-11-27 18:02:39,PASS
Haacke,2018-11-27 18:00:39,PASS
Haacke,2018-11-27 17:58:39,PASS
Haacke,2018-11-27 17:56:39,PASS
Haacke,2018-11-27 17:54:39,PASS
Haacke,2018-11-27 17:52:39,PASS
Haacke,2018-11-27 17:50:39,PASS
Haacke,2018-11-27 17:48:39,PASS
Haacke,2018-11-27 17:46:39,PASS
Haacke,2018-11-27 17:44:39,PASS
Haacke,2018-11-27 17:42:39,PASS
Haacke,2018-11-27 17:40:39,PASS
Haacke,2018-11-27 17:38:39,PASS
Haacke,2018-11-27 17:36:39,PASS
Haacke,2018-11-27 17:34:39,PASS
Haacke,2018-11-27 17:32:39,PASS
Haacke,2018-11-27 17:30:39,PASS
Haacke,2018-11-27 17:28:39,PASS
Haacke,2018-11-27 17:26:39,PASS
Haacke,2018-11-27 17:24:39,PASS
Haacke,2018-11-27 17:22:39,PASS
Haacke,2018-11-27 17:20:39,PASS
Haacke,2018-11-27 17:18:39,PASS
Haacke,2018-11-27 17:16:39,PASS
Haacke,2018-11-27 17:14:39,PASS
Haacke,2018-11-27 17:12:39,PASS
Haacke,2018-11-27 17:10:39,PASS
Haacke,2018-11-27 17:08:39,PASS
Haacke,2018-11-27 17:06:39,PASS
